,id,type,name,description,yearpublished,minplayers,maxplayers,playingtime,minage,usersrated,average,rank,categories,mechanics,designers,artists,publishers
164,178,boardgame,Mole Hill,"In this strange little game, players take the roles of a gardener protecting his lawn and a mole digging it up.  The gardener must try to block the mole's moves and fence him in quickly, while the mole must dig as many holes as possible before being caught.

Essentially, the mole may move any direction, horizontally or diagonally from square to square, while the gardener places boundary sticks down along the edges of the square, which the mole may not cross.  The mole and gardener may either move or place down a boundary stick, and move alternately.  Eventually, the gardener will hem the mole in completely and the round is over.  In addition, if the mole can move into flower beds, extra points are scored.  By moving to the center, the mole may also tunnel deeply to any selected square on the board, thus escaping the (by then) rapidly closing trap of boundary sticks.  Depending on how many moves this took, more or less points are earned by the mole.

Once points are totaled up, the roles are reversed and another round is played.  The winner is the player who scored the most points as the mole.

",1997,2,2,15,8,,,13761.0,['Abstract Strategy'],"['Enclosure', 'Variable Player Powers']",['Reiner Knizia'],['Néstor Romeral Andrés'],"['Användbart Litet Företag', 'Blatz', 'nestorgames']"
165,179,boardgame,Nuba,"The board is a 5 x 6 grid. Each player has ten tokens, numbered 1 - 9 and one 'X'. Players alternate setting their pieces in the two rows nearest them. The lower the number on the token, the better a wrestler that piece is. The higher the number, the better the musician (but that makes that piece a lousy wrestler). The idea is to get your highest possible piece to the opposite side of the board.

When a piece successfully reaches the opposite side of the board, it is placed in the honorable musician space. It remains there unless another piece (of either player) with a higher value reaches the opposite side, in which case it supplants this piece as the best musician. The game ends when no one can oust the reigning musician (which means no one has a piece left on the board of a higher value). If a player's piece marked with the 'X' reaches the opposite side, the game immediately ends and that player is victorious.

A variant is given in which all pieces which cross the board are summed to determine the winner, although a player exiting their 'X' still wins immediately.

The original magazine publication also suggests playing on a 6x6 board with additional '10' and '11' pieces.

",1995,2,2,10,12,,,19256.0,['Abstract Strategy'],"['Grid Movement', 'Square Grid']",['Reiner Knizia'],['Franz Vohwinkel'],"['AMIGO', 'Games & Puzzles Publications']"
166,180,boardgame,Pool Position,"The setting is pool side at a swanky hotel and players are trying to get their beach towels into the choice locations next to the pool.  Players use equal sets of power cards to determine the number of placement points for each round.  These movement points are then used to place their towels or dislodge others' towels.  However activity in a particular row of towels attracts the attention of the cabana boys, who can eventually lock a row up permanently.

",1999,2,5,30,10,,,20077.0,"['Abstract Strategy', 'Card Game']","['Simultaneous Action Selection', 'Tile Placement']",['Thorsten Gimmler'],['Walter Pepperle'],['F.X. Schmid']
167,181,boardgame,Risk,"Possibly the most popular, mass market war game.  The goal is conquest of the world.

Each player's turn consists of:
- gaining reinforcements through number of territories held, control of every territory on each continent, and turning sets of bonus cards.
-  Attacking other players using a simple combat rule of comparing the highest dice rolled for each side.  Players may attack as often as desired.  If one enemy territory is successfully taken, the player is awarded with a  bonus card.
-  Moving a group of armies to another adjacent territory.

",1959,2,6,120,10,,,28646.0,"['Territory Building', 'Wargame']","['Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Hand Management', 'Income', 'Player Elimination', 'Point to Point Movement', 'Set Collection', 'Variable Set-up']","['Albert Lamorisse', 'Michael I. Levin']",['(Uncredited)'],"['Parker Brothers', '(Unknown)', 'Alga', 'Avalon Hill', 'Barnes & Noble', 'Borras Plana S.A.', 'Carlit', 'Clipper', 'Editrice Giochi', 'El Greco', 'Grow Jogos e Brinquedos', 'Guau', 'Hasbro', 'Juegos Crone', 'Majora', 'Manhattan Agencies', 'MEGAPLAST', 'Miro Company', 'Nilco S.A.', 'Palitoy Ltd.', 'PanGraf', 'Schmidt Spiele', 'Smeets & Schippers', 'Tomy', 'Waddingtons', 'Winning Moves Games (USA)', 'Winning Solutions (WS Game Company)']"
168,182,boardgame,Hungry,"In this quick, fun, and fairly abstract game, players play cards in an effort to acquire tiles that are either color-coded or number-coded.  Players take turns, first playing a card onto a tile that matches either the card's number or its color, then drawing to refill their hands.  When all cards have been played, each tile is evaluated, and whichever player has the most cards played to that tile gets that tile's points.  After calculating point totals and figuring in bonuses, the player with the highest score is the winner.

",1995,2,4,30,8,,,5969.0,"['Card Game', 'Medieval']","['Hand Management', 'Set Collection', 'Team-Based Game']",['Reiner Knizia'],"['Wesly Gibs', 'Paul Herbert', 'Elisa Teague', 'Franz Vohwinkel']","['Kanga Games', 'Nasza Księgarnia', 'Playroom Entertainment', 'Spiel Spass', 'W. Nostheide Verlag GmbH']"
169,183,boardgame,Stonehenge,"Stonehenge is a two-player game that has druids competing at Stonehenge to be the Master Druid.

Each player has 8 coloured megaliths (tall wooden blocks) and 9 matching discs (numbered 1,1,2,2,3,3,4,5, & 6). The board is a triangle of 5 dissecting lines, with the corners lopped off, so the lines are 2,3,4,5,4 spaces long. On each side are 5 extra spaces, where players put their megaliths.

Players take turns putting down a numbered disc on the intersections of the lines on the board. When you have the majority total in any direction, you claim that line by placing your megalith on the end point. Ties on a line are lost by the last placing player; a clever balancing rule which forces careful choices. The player to get their eighth megalith down wins.

Stonehenge is the same as Linea (Spielbox 1992, smaller board).

The Megalith edition is Selection #9 of The Games Collection by Pin International.

",1994,2,2,15,10,,,13194.0,['Abstract Strategy'],['Area Majority / Influence'],['Reiner Knizia'],['Torsten Schöps'],"['Blatz', 'Pin International']"
170,185,boardgame,Devil Bunny Needs a Ham,"In this wacky Cheapass title, players are Sous Chefs trying to get to the top floor of a skyscraper by scaling the outside.  However the maniacal Devil Bunny is hopping about in a mad lust for blood thinking he'll get a ham by knocking you off.  Yeah, right, whatever.

The game board is a rectangular grid representing the side of a building, with the starting space at the bottom, and the goal at the top. There is a dotted line near the top that represents a critical height (see below). Furthermore, there are special spaces on the sides of the buildings that represent ""fear"" that cannot be moved into (As a show of Cheapass Games' signature humor, these fears included ""spiders"" and ""Wesley Snipes."")

In the basic game, each player controls two sous-chefs; on each turn, the player rolls two six-sided dice. Any roll other than a 6 can be used to move one or both sous-chefs up the side of the building, either horizontally or on upwards diagonals (a player cannot voluntarily move down the building). If a 6 is rolled, the Devil Bunny token is moved to the highest sous-chef on the board and knocks him off; if there is a sous-chef vertically below the one that was knocked off, the player controlling that one may opt to catch the falling sous-chef, placing the token in the spaces immediately below him. If no player that is able to catch the sous chef offers to help, the chef will crash to the ground. If the chef fell from a height below the marked line on the board, the chef is safe but must restart him climb back from the start. However, if the chef was above this line, the chef is dead, leaving the player with one fewer token to win. The players earn points for the order in which their chefs arrive at the top, and the weighting is such that a player with second and third-place chefs can beat a player with a first-place and a dead (non-scoring) chef.

Variants include ignoring the effects of the fear spaces (which normally cluster the players into the center columns), and using 3 sous-chef tokens for each player.

",1998,2,5,30,8,,,28667.0,"['Abstract Strategy', 'Dice', 'Print & Play']","['Grid Movement', 'Race', 'Roll / Spin and Move', 'Take That']",['James Ernest'],['Scott M. Brown'],"['Cheapass Games', 'Greater Than Games, LLC']"
171,186,boardgame,Split,"Newer version of SPLIT is now available. Publisher is GDC-GameDevCo Ltd. The game still features the patented SPLIT half cards and looks much better than the original (design wise) and seems to have some adjustments to the rules.

In this surprisingly solid offering from Hasbro, players use cards to take actions on a board.  The cards depict halves of a standard deck of cards, and players attempt to match the halves with those next to the board.  Depending on the quality of the match (perfect, strong, weak), the action is likewise powerful or weak.  The object of the game is to place a series of your markers in a continuous line across the board.  Also the game is scalable for two to six players, with four through six using partners to keep the action interesting.

Re-implemented as:

    Split (Revised Edition)


",1999,2,6,30,12,,,15100.0,['Card Game'],"['Pattern Building', 'Point to Point Movement', 'Team-Based Game']",['David Hoyt'],[],"['GDC-GameDevCo Ltd.', 'Hasbro', 'Parker Brothers']"
172,188,boardgame,Go,"In the game of Go, players alternately place stones on empty intersections of a 19x19 grid. The goal is to enclose territory behind stone perimeters and, secondarily, to tightly surround and capture enemy stones. The game ends when both players pass. The players then add up their territory and deduct the number of captives lost. Higher score wins.

As you see, the concept of Go is simple. The tactics and strategies, however, are deep enough to enrich a lifetime. Actually many lifetimes, for the game has been played for thousands of years. With so long a lineage and a worldwide following, Go has come to be known by different names (Weiqi, Igo, Baduk) and to be played by different rules. The rule differences are small, though, and seldom affect play.

So welcome to this masterpiece that is the game of Go, the race for geographical control of an unclaimed land. Experience running battles and swift reversals, bold invasions and painful sacrifices, each sally, each setback playing out to the tap of stone on wood.

",-2200,2,2,180,8,,,226.0,['Abstract Strategy'],"['Chaining', 'Enclosure', 'Pattern Building', 'Pattern Recognition', 'Square Grid']",['(Uncredited)'],"['Barbro Hennius', 'Norman Sommer']","['(Public Domain)', '(Unknown)', '3M', 'Alga', 'Ariel Productions Ltd', 'The Avalon Hill Game Co', 'Barnes & Noble', 'Borras Plana S.A.', 'Brybelly', 'Carl Weible KG', 'Carlton Books', 'Cathay', 'Cayro, The Games', 'CHH Games', 'Copp Clark Publishing Company', 'Creative Crafthouse', 'Crisloid', 'Dal Negro', 'Dilemma Games', 'Dujardin', 'Dynamic Games / Dynamic Design Industries', 'E. S. Lowe Company Inc.', 'Fame Products', 'Fratelli Fabbri Editori  (Fabbri Editore)', 'The Game Crafter, LLC', 'The Game Keeper, Inc.', 'Gamma Two Games', 'Gammon Games', 'General Sportcraft Company', 'Gentosha Education', 'Geoludie', 'Ha Ha Sisters LLC', 'Hartung-Spiele', 'Hausser', 'Hebsacker Verlag', 'HEMA', 'Hobby', 'Ishi Press International', 'J.P. Raymond Rivarola', 'Japan Publications, Inc.', 'John N. Hansen Co., Inc.', 'John Sands Pty Ltd', 'Jumbo', 'Korea Boardgames', 'L. P. Septímio', ""L'Impensé Radical"", 'Longfield Games', 'Ludens Spirit', 'Michael Stanfield', 'Milton Bradley', 'Mitra', 'Mitsubishi Fuso', 'Monkey Pod Games', 'nestorgames', 'Otto Maier Verlag', 'Pacific Game Company', 'Philos', 'Play All Day Games', 'Ponnuki', 'Reiss Games', 'Sato Kei Shoten Co., Ltd.', 'Schmidt International', 'Schmidt Spiele', 'Shin Kwang Baduk', 'Skor-Mor', ""Spear's Games"", 'Das Spiel', 'Spielquader', 'U3', 'Volume-One Products', 'Waddingtons', 'Wm F. Drueke & Sons, Inc.', 'Wood Expressions', 'Woodstock Spiele', 'WorldWise Imports, LLC', 'Yellow Mountain Imports', 'ZTS Plastyk']"
173,189,boardgame,Die Siedler von Nürnberg,"Based on the well-known Settlers of Catan, this stand-alone game published in commemoration of the anniversary of the founding of the city of N&uuml;rnberg gives players some new twists to the familiar experience.  Unlike standard Settlers, the game layout is not modular.  Instead the board features a split map, half of which has the goods-producing hexes of a conventional Settlers game where settlements will be built and the other half showing a closeup of N&uuml;rnberg where ""workshops"" will be built (in lieu of promoting settlements to cities as in the original Settlers).  The players also get currency for manufactured goods which in turn they spend on walls and towers to surround the city, which earn prestige points which ultimately count toward victory points.  Probably the most interesting other detail is that instead of rolling dice, a special deck of cards is used to reveal the production number -- and possibly an event -- at the beginning of each player's turn.

Belongs to the Catan Series.

",1999,3,4,90,10,,,3770.0,"['Medieval', 'Negotiation']","['Dice Rolling', 'Hand Management', 'Memory', 'Trading']",['Klaus Teuber'],['Tanja Donner'],['KOSMOS']
174,190,boardgame,Dolce Vita,"Players are socialites who are trying to take as many high-value luxuries as they can manage.  A number of luxuries (boats, mansions, watches, boats, etc.) of values varying from one million to seven million are laid out in a matrix.  Players take turn placing power cards in the columns, and after five of the six cards have been played, the highest bid takes the first luxury in the column, the second highest gets the next one up, and so on.  However, if you collect a second luxury item you already own, then the newest one replaces the older one, which could mean exchanging a lavish seven million dollar car for a paltry one million dollar one!  After the specified number of rounds, the highest valued collection is deemed the best.

",1999,3,5,30,10,,,12669.0,['Card Game'],['Auction / Bidding'],['Reiner Stockhausen'],['Doris Matthäus'],['Hans im Glück']
175,192,boardgame,Nicht die Bohne!,"This warped but fun card game is more intense than it first appears to be.  Players try to collect points in four different suits, but along the way points can be made negative instead of positive or even canceled entirely by taking one of the 'Nicht die Bohne' cards.  With its interesting trading mechanism, this game can be a little hard to grasp at first, but it's worth the effort.  A note to the wise: although this game shares a common theme of beans (Bohnen) with Bohnanza, that's about the only similarity.

",1999,3,6,45,10,,,5072.0,['Card Game'],"['Simultaneous Action Selection', 'Trading']",['Horst-Rainer Rösner'],"['Nikola Kucharska', 'Wei Li Ng', 'Björn Pertoft', 'Thomas Vuarchex', 'Zhong Zhun']","['AMIGO', 'Korea Boardgames', 'Lifestyle Boardgames Ltd', 'Nasza Księgarnia', 'Oya']"
176,193,boardgame,Fill or Bust,"Fill or Bust is all about rolling dice and pressing your luck. On your turn, roll the dice and set aside at least one die that scores you points. If you want, you can roll the remaining dice &ndash; but if none of those dice score for you, you lose all points accumulated that round! Your challenge is further complicated by a deck of cards that determines what goal you might be forced to shoot for during that turn. Some goal cards dangle the prospect of huge bonuses, while others slam the door on you, ending your turn before it starts.

Other than the deck of cards that push goals on players, Fill or Bust is similar to Farkle.

",1981,2,10,30,8,,,11475.0,['Dice'],"['Dice Rolling', 'Push Your Luck']",['(Uncredited)'],['Christof Tisch'],"['ABACUSSPIELE', 'Bowman Games', 'Game Factory', 'GP Games', 'HOT Games', 'PS-Games']"
177,194,boardgame,Groo: The Game,"In Groo: the Game, players compete to be the first to build a large town by playing 'building' cards that give them victory points.  Of course, this is no picnic, hindered as it is by other players' rampaging armies and the frequent bumbling visitations of Groo the Wanderer, determined by the roll of a set of dice, which can also grant players resources with which to build and 'Groo heads' with which to damage the unfortunates who have Groo in their village. Players can also develop armies to attack other players' cities  Excellent fun for the beer-and-pretzels crowd.

",1997,2,4,45,10,,,6379.0,"['Card Game', 'City Building', 'Comic Book / Strip', 'Fantasy']","['Dice Rolling', 'Take That']","['Sergio Aragonés', 'Ken Whitman']",['Sergio Aragonés'],['Archangel Studios']
178,195,boardgame,NASCAR Champions,"It looks a bit like Daytona 500 with its oversized racetrack gameboard, but it's a much simpler game.  The main thing going on is that you roll the five dice on your turn and pick which three you want to play.  Each die has the five colors for the five cars in the race and one ""checkered flag"" side which means you draw a card.  The dice are numbered 1 to 5 (that is, each die has one of the five numbers), and the three you pick have to be played in order.  If you draw a card, it might instruct you to move a particular car, or the car in last place, or to spin a car out; or it might make you a ""Sponsor"" of a car, meaning you could get prize money for a car other than your main car.

",1998,2,5,30,8,,,25197.0,"['Dice', 'Racing', 'Sports']","['Dice Rolling', 'Roll / Spin and Move']",['Craig Van Ness'],[],['Milton Bradley']
179,196,boardgame,Kremlin,"A game of political intrigue set in the Soviet Politburo of the early 20th century, with a satirical edge.  With politicians like Eduard Boremtodev, Nikolai Shootemdedsky and Natasha Nogoodnik vying for control of the party, you know the battle will be an entertaining one.

At the start of the game, a number of politician cards are laid out to fill the positions of the politburo.  Players then secretly note influence on ten politicians they hope to control during the game, indicated by a number from 1 to 10.
Gameplay is not clockwise, but proceeds phase by phase with the politician holding the relevant office performing the appropriate action by the player who reveals the greatest influence on the politician in question.  Players attempt to remove politicians opposed to their interests by purging, exiling them to Siberia or by demoting them within the Politburo.  One&rsquo;s own preferred politicians can be promoted or pardoned of their previous &lsquo;sins&rsquo;.
But each action a politician takes causes him (or in one case, her) to age by one or more years (a measure of the aging effect of the stress of the job). Each turn, politburo members face a health check which can result in the politician becoming ill, or even dying.  The 'older' a politician gets the more likely it is that he (or she) will become ill.
At the end of each turn, the Party Chief must be healthy enough to wave to the crowd at the October parade. Controlling a politician who succeeds at this three times makes you the winner.

The original Fata Morgana edition included rules requiring the players to hold funeral speeches for deceased party chairmen and drinking vodka with it, for instance. The later Avalon Hill edition scrapped these rules and gave the game a less satirical and more serious tone.

Jolly Roger reimplemented an edition providing three different KREMLIN games in one box -See Kremlin (Third Edition)-:

1: The 'original' with fictional politicians, set in a USSR where KGB investigations send those found guilty to Siberia. This version will have victory conditions based on the original Fata Morgana rules.

2: A version inspired by the Avalon Hill variant titled 'Revolution'. Set in the 1920s, it uses historical politicians as well as fictional politicians. It's a more violent game as those arrested by the KGB are shot and removed from the game

3: A new version, set in the modern USSR and Russia, an era of entrenched bureaucracy and alternatives for escaping KGB persecution. This version introduces the concept of ""Going into Exile"" to avoid Siberia. It also includes modern politicians from the 1960s onwards, whether it is Kosygin or Putin and Gorbachev.

",1986,3,6,75,12,,,1814.0,"['Negotiation', 'Political']","['Secret Unit Deployment', 'Voting']",['Urs Hostettler'],"['Res Brandenberger', 'Rasenjin Hayami', 'Charles Kibler', 'George I. Parrish, Jr.']","['The Avalon Hill Game Co', 'Fata Morgana Spiele', 'New Games Order, LLC']"
180,197,boardgame,HellRail: Second Perdition,"Based on Dante's Inferno, HellRail: 2nd Perdition has players creating rail to deliver the souls of the damned to the appropriate circles of Hell.  The card mechanics are clever, as every card can become a load to be delivered, or be used to build rail, move trains, or draw more cards.  Additionally, upon arriving at each circle, players have the choice to call forth that circle's powers, possibly putting a serious crimp in their opponents' efforts.

Re-implements:

    HellRail


Re-implemented as:

    FrachtExpress
    HellRail: Third Perdition


",1999,3,4,75,13,,,18841.0,"['Card Game', 'Trains', 'Transportation']",['Pick-up and Deliver'],['James Kyle'],['Angelo Porazzi'],"['Giochi Rari', 'Glastyn Games']"
181,198,boardgame,Buried Treasure,"In Buried Treasure, players compete to compile sets of colored cards by drawing from several common stacks.  Depending on what symbol is on a card, drawing it might let you take another from the stacks or even steal cards of the same color from one of your opponents.  At the end of the round, the majority holders of each color will gain points; the amount of points varies each round.

Was awarded the title ""Best Family Card Game"" by Games Magazine in 2000.

",1992,2,4,30,10,,,13036.0,"['Card Game', 'Pirates']",['Set Collection'],['Sid Sackson'],"['M. Löffler', 'Ron Zalme']",['F.X. Schmid']
182,199,boardgame,Manhattan,"In Manhattan, players construct a skyline of skyscrapers over several districts, or city blocks, of Manhattan Island. Ultimately, each player seeks to have built the tallest buildings in the most city blocks of the Island.

Each turn, players will play a card that illustrates which part of a city block they may place a ""floor"" on a building. The placement card is unique for each player in that the section they may place in is relative to their seating at the table. The player who has placed the top most floor controls that building. Each round, scores are tallied based on control of each of the neighborhoods.

At the end of the game, the player who has scored the most points through area control and tallest buildings wins.

Note: In the Finnish edition, the districts are named after six great cities of the world: Hong Kong, Sao Paulo, Cairo, Sydney, Frankfurt and Manhattan.

(Espa&ntilde;ol)

En Manhattan los jugadores construyen un 'skyline' de rascacielos en distintos distritos o zonas de la isla de Manhattan. El fin &uacute;ltimo de cada jugador ser&aacute; haber construido el edificio m&aacute;s alto en la mayor&iacute;a de zonas de la isla.

Cada turno, se juega una carta que ilustra en qu&eacute; parte de un bloque de la ciudad pueden poner un ""piso"" sobre un edificio. La carta de colaci&oacute;n es &uacute;nica, en tanto cada jugador coloca en cada secci&oacute;n del tablero, en relaci&oacute;n a su posici&oacute;n alrededor de la mesa. El jugador que ponga el piso m&aacute;s alto controla el edificio. Cada turno, se realiza un recuento basado en qui&eacute;n domina cada uno de los barrios.

Al final de la partida gana el jugador que ha conseguido m&aacute;s puntos mediante el control de las &aacute;reas y los edificios m&aacute;s altos.

",1994,2,4,45,10,,,1603.0,['City Building'],"['Area Majority / Influence', 'Hand Management']",['Andreas Seyfarth'],"['Jacqui Davis', 'Jaqui Davis', 'Ramon Mascarenas', 'Monika Mucha', 'Zeilbeck & Natzeck Design Company']","['Hans im Glück', 'Mandoo Games', '999 Games', 'Act in games', 'Arclight Games', 'Broadway Toys LTD', 'Fabrika Igr', 'FoxGames', 'FoxMind', 'Korea Boardgames', 'Last Level', 'Litas Spil', 'Ludodélire', 'Mayfair Games', 'Mercurio', 'Nelospelit', 'Olsen', 'Rio Grande Games', 'Tactic']"
183,200,boardgame,Entdecker,"[Careful: there are two similar games with Entdecker in the title. Don't confuse Entdecker with Die Neuen Entdecker (also known as Entdecker: Exploring New Horizons), a different game. In short - if your Entdecker's board has a scout trail leading to native huts, it's not this Entdecker.]

Entdecker starts with a blank game board that represents an unexplored sea. Tiles are drawn and placed on squares on the board. As the tiles are placed islands develop on the board and players pay to place settlements, bases, or scouts on these islands in an effort to become the most powerful discoverer of all. Completed islands yield victory points to all who have invested in exploration on an island, but of course the most points go to the player who has established the strongest presence.

Re-implemented by:


     Die Neuen Entdecker or Entdecker: Exploring New Horizons



     In 2004, a smaller version of the Entdecker game was released, based on the online version available on the www.playcatan.de site.
         Oceania.




     In 2007, the game system was revamped in a new ""Entdecker""-series of 3 titles (so far):
         Im Reich der Jadegottin (published 2007)
         Im Reich der Wüstensohne (published 2008)
         Im Reich der D&auml;monen (not yet published)



",1996,2,4,60,10,,,4077.0,['Exploration'],"['Area Majority / Influence', 'Modular Board', 'Tile Placement']",['Klaus Teuber'],"['Andreas Steiner', 'Franz Vohwinkel']","['999 Games', 'Goldsieber Spiele', 'Mayfair Games']"
184,201,boardgame,The Rose King,"Originally published as Texas by db-Spiele.

The battle between farmers and ranchers is fairly abstract. A single pawn travels on a square grid. Each player has a hand of cards face up. These each have a direction and a distance. The player can either draw a card and add it to his hand, or play a card. If he plays a card, then the pawn moves the appropriate distance to an empty square, and the player places one of his markers. Each player also has judge symbols that can each be used only once. The judge lets you move onto a previously placed opposition marker and reverse it. Players score points for each contiguous region equal to the square of the number of markers. If a player is not careful, such a move may be forced, as there is a maximum number of cards that a player may hold.

Contains rules for playing with 4 (in two partnerships of two players).

Later republished 1999 as Rosenk&ouml;nig by Kosmos, as part of the two-player game series. The republication also included a re-theming of the game. The setting changed from Texas to England, and the factions changed from farmers and ranchers to the factions of the Plantagenet family from the Wars of the Roses (1455-1485) - the Lancaster (red rose) and the York (white rose) factions in a similarly abstracted fashion.

Rosenk&ouml;nig is part of the Kosmos two-player series.

",1992,2,2,30,10,,,1761.0,"['Abstract Strategy', 'Medieval']","['Area Majority / Influence', 'Grid Movement', 'Hand Management', 'Move Through Deck', 'Pattern Building', 'Square Grid', 'Static Capture', 'Sudden Death Ending', 'Tile Placement']",['Dirk Henn'],"['Tanja Donner', 'Wanjin Gill', 'Anke Pohl', 'Thilo Rick', 'Andreas Steiner', 'Claus Stephan']","['db-Spiele', 'KOSMOS', '999 Games', ""OPEN'N PLAY"", 'Playte', 'Tilsit', 'White Goblin Games']"
185,202,boardgame,Targui,"Conquer and occupy the valuable desert grounds. And also keep your home village! By tactically moving groups of camels through the different desert grounds and by using its specialties you can rule the desert. -- from the rulebook

Targui has a board made of large square tiles representing the different types of desert ground. These provide varying economic and strategic value, from 0-5, and with a salt mine in the center, random distribution (with a little tinkering) makes a varied map each game. Players have a village tile which they place on the outer edge, and start with some camels and money. Your turn simply consists of moving and buying camels, expanding your control of the land.

Targui has very simple mechanisms, and is in effect a simple rolling war game with obvious tactics. But the random turn order creates a wonderful world of rapidly shifting alliances, with players making and breaking promises within moments. The winner is not the one with most money or camels, but with the most economic value under their control.

The game plays nicely with 3 or 4 players. However, Targui is a long game. Eight rounds takes about three hours, so using the whole deck of 20 fortune cards makes for an over-long game. If you enjoy Risk or light wargaming, then you'll get a lot from Targui.

",1988,2,4,120,12,,,5807.0,"['Arabian', 'Wargame']","['Modular Board', 'Player Elimination', 'Tile Placement', 'Variable Set-up']","['Wil Dijkstra', 'Ben van Dijk']","['Wil Dijkstra', 'Ben van Dijk']",['Jumbo']
186,203,boardgame,Skworms,"""The Worms Crawl In, The Worms Crawl Up Game""
The object of the game is to be the first to get all your worms up the skeleton's bones so they disappear into his skull.

The players divide the worms between themselves, the youngest starts and the oldest gets the brain (a bad thing). On your turn, you spin the spinner to find out what you're allowed to do; this can be:
- hang one of your worms on the skull,
- pull a worm out of the skull and give it to another player,
- give a worm to the player with the brain,
- give/take the brain and spin again,
- feed 1 worm to the skeleton, or
- feed 2 worms to the skeleton.

When feeding worms to the skeleton, you turn the crank and hope your worm(s) will crawl up into the skull--but there's a chance it'll fall right back out into your lap, possibly accompanied by other worms that got stuck during a previous player's turn.

",1997,2,4,30,6,,,,"['Action / Dexterity', ""Children's Game"", 'Horror']","['Roll / Spin and Move', 'Take That']",['Scott Frisco'],[],['Parker Brothers']
187,204,boardgame,Stephenson's Rocket,"Reiner Knizia expands his fleet of tile laying games with this game about colliding railroads in early 1800's England.  There are seven different rail companies that players can expand.  Each time you extend a rail, the other stockholders can veto your action, but it might cost them their shares.  When two companies' rail touch, the railways merge to become one.  The game is over when only one company remains or there are no rail tiles remaining, and the winner is the player who earned the most money over the course of the game.

",1999,2,4,60,12,,,1691.0,"['Trains', 'Transportation']","['Action Points', 'Area Majority / Influence', 'Auction: Once Around', 'Chaining', 'End Game Bonuses', 'Grid Movement', 'Hexagon Grid', 'Income', 'Investment', 'Network and Route Building', 'Set Collection', 'Stock Holding', 'Take That', 'Tile Placement', 'Victory Points as a Resource']",['Reiner Knizia'],"['Doris Matthäus', ""Ian O'Toole"", 'TANSAN Inc.']","['999 Games', 'Grail Games', 'Group SNE', 'Pegasus Spiele', 'Rio Grande Games']"
188,206,boardgame,Jalape-NO!,"Jalape-NO!, first released as Pepper, is a trick-taking game in which you want to dodge the spiciness to end up with the lowest score possible.

The deck consists of 108 cards (102 number cards and 6 pepper cards), with cards being numbered 1-18 in six colors and with the 1s being peppers. Based on the player count, you use 4-6 colors of cards ranging from 1-9 to 1-18.

At the start of each round, you receive 12 cards in hand, and you must place any peppers on the table in front of you. The lead player in a trick plays any card from their hand or one of their peppers. Each other player must follow suit, if possible, except that you are not forced to play the matching pepper card, should you have it. (However, if you do have it, you cannot play a pepper of another color to this trick.) Whoever plays the highest card in the suit led wins the trick and leads the next trick. If you win a pepper in a trick, place it on the table in front of you; you can play this pepper on a future trick, whether to lead off the trick or to play it on a trick that's already in progress.

As soon as a player has no cards in hand, the round ends. All players add any cards in hand to the cards in front of them, whether peppers or cards claimed in tricks. Each pepper you have is worth 2 points, and each card in the same suit as a pepper you have is worth 1 point. After five rounds, the player with the lowest score wins.

",1998,3,9,45,10,,,8089.0,['Card Game'],['Trick-taking'],"['Michael Kiesling', 'Wolfgang Kramer']","['Danny Aldana', 'Götz Wiedenroth']","['F.X. Schmid', 'Playte', 'テンデイズゲームズ (TendaysGames)', '25th Century Games']"
189,207,boardgame,Twitch,"Twitch is an insanely frantic game of reacting to new information.  When someone plays a card, you must quickly determine if it points to you (e.g., if the player to your right plays a card that says ""left""), and if it does, throw the top card of your deck onto the pile.  If you're not quick enough, another player will call you out, and you'll have to take all the cards in the pile into your deck.  The first person to run her deck out wins.

",1998,3,6,15,10,,,13895.0,"['Action / Dexterity', 'Card Game']",[],"['Skaff Elias', 'Richard Garfield', 'Jim Lin']",['(Uncredited)'],"['AMIGO', 'Wizards of the Coast']"
190,208,boardgame,Ex & Hopp,"A quick and simple card game for 2-6 milk-drinking players. Each player places a color card down as their marker and the matching sets of cards numbered 1-12 in those colors make up the deck. The deck is shuffled and players get 4 cards, the remainder goes down as a draw deck. There is a set of small tiles in red and black for negative or positive points (red are 4,4,5,5,6,6, black are 2,3,3,4,4,4,5,5,5,6,6,6). These are shuffled face down and 4 turned up to start 4 rows.

On your turn, you can place a card against a row or try to swap a card with another player. If you want to swap, you simply offer a color for another color, mentioning no numbers. Swap with the player of your choice, but if nobody wants to swap, you've wasted your turn.

When you play a card to a row, you draw back so you have 4 cards. When the row is full, determined by the number on the tile, the player with the highest total in the cards has to take the tile, be it positive or negative. Usually your choices are obvious, but sometimes it is worth assisting another player to take a row, rather than waste a good card for you on a low or negative tile. If a row is tied between players, the cards are discarded and the tile stays for more cards.

The discard deck is shuffled over, taken tiles refreshed by new ones. The game ends when the tiles are all taken, deduct the negative from the positive to get your score.

This game was re-themed and expanded on with Relikt.

",1996,2,6,30,10,,,25104.0,['Card Game'],[],['Rüdiger Dorn'],['Klaus Wilinski'],"['F.X. Schmid', 'Ravensburger']"
